0.0	4.725	4.775
0.004	4.735	4.745
0.008	4.725	4.735
0.012	4.715	4.745
0.016	4.72	4.735
0.02	4.705	4.725
0.024	4.7	4.71
0.028	4.69	4.715
0.032	4.71	4.71
0.036	4.71	4.71
0.04	4.695	4.695
0.044	4.69	4.69
0.048	4.71	4.71
0.052	4.695	4.705
0.056	4.705	4.685
0.06	4.7	4.705
0.064	4.71	4.715
0.068	4.71	4.72
0.072	4.7	4.72
0.076	4.705	4.745
0.08	4.72	4.785
0.084	4.735	4.79
0.088	4.74	4.79
0.092	4.73	4.805
0.096	4.755	4.825
0.1	4.765	4.835
0.104	4.78	4.83
0.108	4.78	4.84
0.112	4.78	4.85
0.116	4.805	4.86
0.12	4.81	4.85
0.124	4.8	4.85
0.128	4.805	4.87
0.132	4.82	4.875
0.136	4.82	4.86
0.14	4.795	4.85
0.144	4.795	4.855
0.148	4.8	4.855
0.152	4.795	4.85
0.156	4.8	4.835
0.16	4.79	4.86
0.164	4.81	4.865
0.168	4.805	4.875
0.172	4.79	4.85
0.176	4.8	4.85
0.18	4.8	4.855
0.184	4.8	4.855
0.188	4.785	4.84
0.192	4.78	4.845
0.196	4.8	4.855
0.2	4.805	4.86
0.204	4.795	4.83
0.208	4.775	4.84
0.212	4.78	4.855
0.216	4.785	4.855
0.22	4.78	4.84
0.224	4.77	4.82
0.228	4.78	4.825
0.232	4.78	4.845
0.236	4.77	4.835
0.24	4.755	4.81
0.244	4.765	4.825
0.248	4.78	4.825
0.252	4.775	4.81
0.256	4.75	4.815
0.26	4.755	4.805
0.264	4.75	4.815
0.268	4.76	4.82
0.272	4.745	4.815
0.276	4.74	4.81
0.28	4.76	4.82
0.284	4.765	4.81
0.288	4.74	4.805
0.292	4.74	4.81
0.296	4.75	4.81
0.3	4.76	4.815
0.304	4.76	4.815
0.308	4.745	4.805
0.312	4.75	4.815
0.316	4.755	4.815
0.32	4.755	4.805
0.324	4.74	4.805
0.328	4.74	4.825
0.332	4.765	4.82
0.336	4.76	4.82
0.34	4.76	4.795
0.344	4.75	4.81
0.348	4.775	4.825
0.352	4.8	4.8
0.356	4.78	4.795
0.36	4.78	4.81
0.364	4.815	4.82
0.368	4.815	4.81
0.372	4.825	4.8
0.376	4.815	4.815
0.38	4.83	4.815
0.384	4.835	4.83
0.388	4.84	4.82
0.392	4.835	4.825
0.396	4.86	4.845
0.4	4.87	4.855
0.404	4.87	4.855
0.408	4.865	4.845
0.412	4.875	4.855
0.416	4.88	4.86
0.42	4.86	4.855
0.424	4.85	4.855
0.428	4.875	4.89
0.432	4.875	4.905
0.436	4.885	4.89
0.44	4.885	4.85
0.444	4.86	4.845
0.448	4.82	4.865
0.452	4.8	4.85
0.456	4.785	4.825
0.46	4.77	4.83
0.464	4.755	4.83
0.468	4.745	4.825
0.472	4.735	4.815
0.476	4.715	4.81
0.48	4.725	4.82
0.484	4.725	4.835
0.488	4.72	4.815
0.492	4.715	4.825
0.496	4.72	4.82
0.5	4.72	4.83
0.504	4.72	4.81
0.508	4.71	4.8
0.512	4.73	4.83
0.516	4.73	4.84
0.52	4.715	4.82
0.524	4.71	4.8
0.528	4.705	4.78
0.532	4.685	4.765
0.536	4.63	4.75
0.54	4.595	4.7
0.544	4.55	4.74
0.548	4.515	4.87
0.552	4.59	4.995
0.556	4.73	5.065
0.56	4.955	5.19
0.564	5.3	5.35
0.568	5.69	5.465
0.572	5.91	5.32
0.576	5.82	4.905
0.58	5.39	4.65
0.584	4.865	4.66
0.588	4.58	4.725
0.592	4.535	4.755
0.596	4.62	4.785
0.6	4.65	4.795
0.604	4.67	4.775
0.608	4.66	4.76
0.612	4.655	4.785
0.616	4.66	4.785
0.62	4.665	4.78
0.624	4.66	4.77
0.628	4.655	4.785
0.632	4.64	4.795
0.636	4.65	4.785
0.64	4.64	4.77
0.644	4.645	4.78
0.648	4.655	4.795
0.652	4.67	4.785
0.656	4.66	4.775
0.66	4.66	4.785
0.664	4.665	4.8
0.668	4.66	4.785
0.672	4.645	4.775
0.676	4.63	4.78
0.68	4.65	4.8
0.684	4.665	4.785
0.688	4.66	4.775
0.692	4.635	4.775
0.696	4.64	4.78
0.7	4.645	4.785
0.704	4.645	4.785
0.708	4.635	4.79
0.712	4.645	4.805
0.716	4.66	4.805
0.72	4.655	4.795
0.724	4.635	4.79
0.728	4.65	4.795
0.732	4.655	4.79
0.736	4.65	4.795
0.74	4.65	4.79
0.744	4.655	4.79
0.748	4.665	4.81
0.752	4.665	4.795
0.756	4.64	4.78
0.76	4.645	4.785
0.764	4.655	4.8
0.768	4.67	4.795
0.772	4.665	4.785
0.776	4.655	4.785
0.78	4.655	4.785
0.784	4.655	4.77
0.788	4.645	4.75
0.792	4.64	4.755
0.796	4.65	4.77
0.8	4.655	4.775
0.804	4.655	4.745
0.808	4.645	4.735
0.812	4.655	4.745
0.816	4.655	4.745
0.82	4.645	4.715
0.824	4.63	4.715
0.828	4.62	4.695
0.832	4.625	4.71
0.836	4.62	4.685
0.84	4.595	4.67
0.844	4.585	4.685
0.848	4.615	4.695
0.852	4.605	4.69
0.856	4.595	4.685
0.86	4.605	4.7
0.864	4.62	4.71
0.868	4.625	4.725
0.872	4.635	4.735
0.876	4.64	4.755
0.88	4.665	4.78
0.884	4.695	4.795
0.888	4.695	4.795
0.892	4.695	4.81
0.896	4.72	4.835
0.9	4.73	4.85
0.904	4.74	4.835
0.908	4.73	4.825
0.912	4.74	4.84
0.916	4.755	4.85
0.92	4.75	4.84
0.924	4.75	4.835
0.928	4.765	4.845
0.932	4.775	4.855
0.936	4.76	4.84
0.94	4.765	4.835
0.944	4.765	4.845
0.948	4.775	4.855
0.952	4.77	4.85
0.956	4.77	4.84
0.96	4.755	4.85
0.964	4.77	4.86
0.968	4.76	4.85
0.972	4.755	4.835
0.976	4.74	4.835
0.98	4.75	4.86
0.984	4.755	4.855
0.988	4.75	4.845
0.992	4.735	4.83
0.996	4.755	4.85
1.0	4.75	4.86
1.004	4.76	4.845
1.008	4.74	4.835
1.012	4.745	4.845
1.016	4.755	4.85
1.02	4.755	4.83
1.024	4.74	4.815
1.028	4.745	4.825
1.032	4.755	4.835
1.036	4.755	4.835
1.04	4.75	4.835
1.044	4.745	4.845
1.048	4.745	4.85
1.052	4.745	4.835
1.056	4.735	4.82
1.06	4.73	4.825
1.064	4.73	4.845
1.068	4.735	4.835
1.072	4.735	4.83
1.076	4.73	4.825
1.08	4.74	4.835
1.084	4.76	4.845
1.088	4.745	4.825
1.092	4.735	4.815
1.096	4.75	4.825
1.1	4.755	4.825
1.104	4.745	4.82
1.108	4.745	4.815
1.112	4.745	4.83
1.116	4.75	4.835
1.12	4.75	4.825
1.124	4.73	4.82
1.128	4.74	4.83
1.132	4.745	4.845
1.136	4.745	4.835
1.14	4.735	4.83
1.144	4.745	4.83
1.148	4.76	4.85
1.152	4.775	4.835
1.156	4.77	4.835
1.16	4.78	4.83
1.164	4.805	4.84
1.168	4.805	4.845
1.172	4.81	4.83
1.176	4.82	4.845
1.18	4.84	4.855
1.184	4.85	4.855
1.188	4.855	4.855
1.192	4.855	4.865
1.196	4.875	4.885
1.2	4.87	4.89
1.204	4.88	4.87
1.208	4.87	4.875
1.212	4.855	4.895
1.216	4.87	4.9
1.22	4.87	4.9
1.224	4.865	4.89
1.228	4.865	4.92
1.232	4.89	4.92
1.236	4.915	4.9
1.24	4.89	4.88
1.244	4.845	4.87
1.248	4.83	4.88
1.252	4.835	4.87
1.256	4.815	4.865
1.26	4.795	4.875
1.264	4.79	4.88
1.268	4.78	4.875
1.272	4.75	4.845
1.276	4.735	4.845
1.28	4.74	4.86
1.284	4.75	4.87
1.288	4.735	4.845
1.292	4.715	4.84
1.296	4.73	4.85
1.3	4.725	4.855
1.304	4.74	4.85
1.308	4.725	4.855
1.312	4.72	4.86
1.316	4.73	4.855
1.32	4.735	4.85
1.324	4.72	4.855
1.328	4.735	4.87
1.332	4.74	4.855
1.336	4.735	4.81
1.34	4.69	4.775
1.344	4.645	4.76
1.348	4.63	4.745
1.352	4.585	4.805
1.356	4.535	4.935
1.36	4.62	5.065
1.364	4.795	5.155
1.368	5.005	5.27
1.372	5.31	5.38
1.376	5.68	5.52
1.38	5.935	5.64
1.384	6.065	5.63
1.388	6.095	5.47
1.392	5.93	5.125
1.396	5.605	4.78
1.4	5.495	4.7
1.404	4.775	4.71
1.408	4.555	4.77
1.412	4.56	4.805
1.416	4.655	4.825
1.42	4.695	4.81
1.424	4.69	4.81
1.428	4.685	4.825
1.432	4.695	4.83
1.436	4.695	4.825
1.44	4.67	4.815
1.444	4.665	4.82
1.448	4.69	4.845
1.452	4.68	4.825
1.456	4.68	4.815
1.46	4.665	4.81
1.464	4.685	4.84
1.468	4.685	4.825
1.472	4.675	4.815
1.476	4.67	4.82
1.48	4.68	4.83
1.484	4.69	4.83
1.488	4.68	4.825
1.492	4.675	4.82
1.496	4.68	4.84
1.5	4.685	4.84
1.504	4.685	4.825
1.508	4.68	4.825
1.512	4.685	4.835
1.516	4.695	4.845
1.52	4.685	4.845
1.524	4.68	4.83
1.528	4.685	4.83
1.532	4.695	4.835
1.536	4.69	4.835
1.54	4.685	4.825
1.544	4.69	4.83
1.548	4.69	4.835
1.552	4.695	4.83
1.556	4.695	4.815
1.56	4.68	4.825
1.564	4.69	4.85
1.568	4.7	4.83
1.572	4.695	4.805
1.576	4.69	4.805
1.58	4.695	4.81
1.584	4.695	4.81
1.588	4.685	4.795
1.592	4.675	4.79
1.596	4.685	4.785
1.6	4.695	4.79
1.604	4.69	4.765
1.608	4.685	4.75
1.612	4.685	4.75
1.616	4.69	4.745
1.62	4.675	4.73
1.624	4.67	4.71
1.628	4.67	4.72
1.632	4.67	4.725
1.636	4.675	4.715
1.64	4.665	4.7
1.644	4.665	4.715
1.648	4.67	4.735
1.652	4.67	4.725
1.656	4.66	4.735
1.66	4.665	4.75
1.664	4.685	4.775
1.668	4.7	4.795
1.672	4.715	4.805
1.676	4.725	4.82
1.68	4.745	4.85
1.684	4.77	4.855
1.688	4.77	4.845
1.692	4.775	4.85
1.696	4.785	4.87
1.7	4.795	4.875
1.704	4.8	4.88
1.708	4.8	4.885
1.712	4.81	4.9
1.716	4.815	4.905
1.72	4.82	4.885
1.724	4.815	4.885
1.728	4.81	4.905
1.732	4.825	4.91
1.736	4.83	4.905
1.74	4.825	4.89
1.744	4.815	4.885
1.748	4.815	4.905
1.752	4.825	4.9
1.756	4.82	4.885
1.76	4.805	4.885
1.764	4.83	4.9
1.768	4.82	4.89
1.772	4.81	4.89
1.776	4.815	4.885
1.78	4.825	4.895
1.784	4.835	4.89
1.788	4.825	4.88
1.792	4.82	4.87
1.796	4.815	4.89
1.8	4.815	4.9
1.804	4.825	4.875
1.808	4.8	4.865
1.812	4.795	4.875
1.816	4.805	4.88
1.82	4.785	4.88
1.824	4.775	4.87
1.828	4.785	4.88
1.832	4.795	4.885
1.836	4.795	4.875
1.84	4.78	4.86
1.844	4.775	4.875
1.848	4.79	4.88
1.852	4.79	4.865
1.856	4.78	4.855
1.86	4.77	4.87
1.864	4.785	4.885
1.868	4.795	4.875
1.872	4.775	4.86
1.876	4.77	4.86
1.88	4.775	4.87
1.884	4.78	4.87
1.888	4.77	4.865
1.892	4.77	4.86
1.896	4.775	4.875
1.9	4.78	4.87
1.904	4.795	4.87
1.908	4.775	4.865
1.912	4.785	4.875
1.916	4.795	4.87
1.92	4.81	4.865
1.924	4.81	4.86
1.928	4.825	4.875
1.932	4.835	4.885
1.936	4.845	4.88
1.94	4.855	4.875
1.944	4.86	4.885
1.948	4.865	4.9
1.952	4.885	4.89
1.956	4.88	4.89
1.96	4.89	4.9
1.964	4.905	4.915
1.968	4.905	4.91
1.972	4.905	4.91
1.976	4.88	4.925
1.98	4.9	4.955
1.984	4.915	4.945
1.988	4.91	4.96
1.992	4.91	4.935
1.996	4.935	4.94
2.0	4.945	4.945
2.004	4.89	4.925
2.008	4.86	4.915
2.012	4.84	4.92
2.016	4.84	4.925
2.02	4.81	4.905
2.024	4.78	4.895
2.028	4.775	4.91
2.032	4.785	4.915
2.036	4.78	4.91
2.04	4.77	4.895
2.044	4.77	4.91
2.048	4.78	4.925
2.052	4.785	4.91
2.056	4.77	4.89
2.06	4.765	4.89
2.064	4.775	4.92
2.068	4.775	4.91
2.072	4.77	4.895
2.076	4.765	4.89
2.08	4.775	4.91
2.084	4.78	4.91
2.088	4.765	4.9
2.092	4.76	4.895
2.096	4.77	4.905
2.1	4.765	4.895
2.104	4.75	4.85
